postcode,feature_id,feature_type,feature_subtype,name_label
3847,1554,control point,survey monument,
3847,58283,excavation site,adit,
3847,46886,excavation site,adit,
3847,60915,excavation site,adit,
3847,652529,landmark,tower,
3847,649697,community venue,hall,Rosedale Rsl Hall
3847,693505,storage facility,depot,
3847,649696,community venue,hall,Rosedale Mechanics Hall
3847,702526,cultural centre,library,Rosedale Library
3847,178370,place of worship,church,Rosedale Anglican Church
3847,967911,commercial facility,shop,Rosedale Sunday Market
3847,945273,building,ruin,
3847,945257,building,ruin,
3847,843252,communication service,exchange,Willung South Telephone Exchange
3847,843253,communication service,exchange,Willung Telephone Exchange
3847,843039,communication service,exchange,Rosedale Telephone Exchange
3847,842386,communication service,exchange,Carrajung Telephone Exchange
3847,650344,community venue,hall,Willung Public Hall
3847,911154,communication service,exchange,
3847,990672,landmark,monument,
3847,649698,community venue,hall,Rosedale Scout Hall
3847,998216,recreational resource,playground,
3847,964872,place,historic site,Rosedale And District Historical Society
3847,991290,recreational resource,playground,
3847,179426,admin facility,post office,
3847,991282,landmark,monument,
3847,646738,emergency facility,ses unit,Rosedale SES LHQ
3847,989995,recreational resource,playground,
3847,999695,community space,rest area,
3847,999703,community space,camp ground,
3847,991281,landmark,tourist attraction,
3847,997531,community venue,community centre,Rosedale Community Centre
3847,990676,recreational resource,playground,
3847,964873,recreational resource,club house,Rosedale Football Club
3847,964875,recreational resource,club house,Rosedale Kilmany Cricket Club
3847,990177,sport facility,aquatic centre,Rosedale Swimming Pool
3847,991277,landmark,tourist attraction,
3847,178366,place of worship,church,Rosedale Uniting Church
3847,984746,care facility,child care,Neighbourhood Kids Early Learning Centre
3847,655968,emergency facility,fire station,Rosedale Fire Station CFA
3847,142534,education centre,primary school,Rosedale Primary School
3847,656225,emergency facility,fire station,Willung South Fire Station CFA
3847,142528,emergency facility,police station,Rosedale Police Station
3847,178367,place of worship,church,St Rose Of Lima Catholic Church
3847,655826,emergency facility,fire station,Nambrok Fire Station CFA
3847,41049,excavation site,adit,
3847,48387,excavation site,adit,
3847,46885,excavation site,adit,
3847,46884,excavation site,adit,
3847,842708,communication service,exchange,Kilmany Telephone Exchange
3847,58284,excavation site,adit,
3847,141233,education centre,primary school,Nambrok Denison Primary School
3847,179041,community venue,hall,
3847,178350,place of worship,church,Nambrok Uniting Church
3847,179965,community venue,hall,Nambrok Hall
3847,964870,recreational resource,club house,Nambrok Football Club
3847,656224,emergency facility,fire station,Willung Fire Station CFA
3874,18747,landmark,tower,Omega Navigation Facility
3874,634046,emergency facility,lifesaving club,Woodside Beach SLSC
3874,179437,admin facility,post office,Woodside Post Office
3874,177469,community venue,hall,Woodside Public Hall
3874,843271,communication service,exchange,Woodside Telephone Exchange
3874,989495,recreational resource,playground,
3874,989473,recreational resource,playground,
3874,964886,recreational resource,club house,Woodside Cricket Club
3874,633380,community space,camp ground,Reeves Beach Camp Ground
3874,612744,education centre,primary school,Woodside Primary School
3874,656247,emergency facility,fire station,Woodside Fire Station CFA
3975,992136,recreational resource,playground,
3975,981936,place of worship,gurdwara (sikh),Nanaksar Sikh Temple
3975,839697,place of worship,gurdwara (sikh),Nanaksar Taath
3975,992534,recreational resource,playground,
3975,992416,recreational resource,playground,
3975,839749,education centre,primary school,Lyndhurst Primary School
3975,893573,education centre,primary school,St Francis De Sales Catholic Primary School
3975,992973,care facility,child care,Camp Australia - Lyndhurst Primary School Oshc
3975,992372,recreational resource,playground,
3975,992363,recreational resource,playground,
3975,992321,recreational resource,playground,
3975,841093,care facility,child care,Lynbrook Kindergarten
3975,991380,care facility,aged care,Southern Cross Care Lynbrook
3975,841373,care facility,child care,Pelican Childcare Lynbrook
3975,839940,care facility,child care,Goodstart Early Learning Lynbrook
3975,994244,care facility,child care,Marriott Waters Kindergarten
3975,991615,care facility,aged care,Lynbrook Park
3975,994546,care facility,child care,Kharisma Kids - Lynbrook Oshc
3975,140152,education centre,primary school,Lynbrook Primary School
3975,981940,admin facility,post office,
3975,970393,residential building,retirement village,Southern Cross Care Lynbrook
3975,1004239,pipeline facility,pumping station,
3975,1005102,care facility,child care,Extra Caring Hands Child Care Agency
3975,983978,recreational resource,playground,
3975,1005067,care facility,child care,Early Care Early Learning
3975,1023690,care facility,child care,Learn Smart Early Learning Centre - Lyndhurst
3975,993174,care facility,child care,Camp Australia - Lynbrook Primary School Oshc
3211,177402,place of worship,church,
3211,982012,recreational resource,playground,
3211,910939,recreational resource,club house,Fink Pavilion
3211,655017,sign,emergency marker,YYR510
3211,655021,sign,emergency marker,YYR514
3211,655023,sign,emergency marker,YYR516
3211,654996,sign,emergency marker,YYR101
3211,655004,sign,emergency marker,YYR202
3211,655005,sign,emergency marker,YYR203
3211,655006,sign,emergency marker,YYR204
3211,655008,sign,emergency marker,YYR501
3211,655009,sign,emergency marker,YYR502
3211,655010,sign,emergency marker,YYR503
3211,655011,sign,emergency marker,YYR504
3211,655012,sign,emergency marker,YYR505
3211,655013,sign,emergency marker,YYR506
3211,655014,sign,emergency marker,YYR507
3211,982095,health facility,maternal/child health centre,Little River Maternal And Child Health Centre
3211,994629,care facility,child care,Little River Primary School Outside School Hours Care Service
3211,982013,recreational resource,playground,
3211,1509,control point,survey monument,
3211,178541,place of worship,church,
3211,63500,landmark,tower,
3211,63501,landmark,tower,
3211,140015,education centre,primary school,Little River Primary School
3211,842776,communication service,exchange,Little River Telephone Exchange
3211,179545,admin facility,post office,
3211,984107,landmark,tower,Water Tower
3211,655016,sign,emergency marker,YYR509
3211,655018,sign,emergency marker,YYR511
3211,655020,sign,emergency marker,YYR513
3211,655022,sign,emergency marker,YYR515
3211,654997,sign,emergency marker,YYR102
3211,654998,sign,emergency marker,YYR103
3211,969746,admin facility,office,You Yangs (Pv)
3211,655024,sign,emergency marker,YYR517
3211,654999,sign,emergency marker,YYR104
3211,655000,sign,emergency marker,YYR105
3211,655001,sign,emergency marker,YYR106
3211,655002,sign,emergency marker,YYR107
3211,655003,sign,emergency marker,YYR201
3211,655007,sign,emergency marker,YYR205
3211,655015,sign,emergency marker,YYR508
3211,1018306,community space,rest area,
3211,655683,emergency facility,fire station,Little River Fire Station CFA
3211,633130,community venue,hall,Little River Mechanics Institute
3211,841069,care facility,child care,Little River Kindergarten
3211,655019,sign,emergency marker,YYR512
3338,765743,dumping ground,transfer station,Melton Recycling Centre
3338,981545,recreational resource,playground,
3338,993704,care facility,child care,Exford Oshclub
3338,840276,care facility,child care,Brookfield Preschool
3338,989515,care facility,aged care,Meadowbrook
3338,143754,education centre,secondary school,Staughton College
3338,988978,emergency facility,fire station,Melton Satellite Fire Station (Melton South) CFA
3338,1023987,care facility,child care,Genesis Kids Zone
3338,1023638,care facility,child care,Little Tackers Family Day Care
3338,1009918,care facility,child care,Bridge Road Kindergarten
3338,1009905,care facility,child care,Eclipse Early Education Brookfield
3338,1009897,care facility,child care,Bridge Road Occasional Care
3338,1009903,care facility,child care,Botanica Springs Occasional Care
3338,1023917,care facility,child care,Talent Excellence Family Day Care
3338,993815,care facility,child care,Try Mt. Carberry Preschool
3338,970007,residential building,retirement village,Brookfield Village Lot B
3338,970009,residential building,retirement village,Brooklyn Gardens
3338,970068,residential building,retirement village,Coburns Gardens
3338,981541,recreational resource,playground,
3338,1009885,care facility,child care,Botanica Springs Kindergarten
3338,1004297,emergency facility,fire station,Eynesbury Fire Station CFA
3338,1023819,care facility,child care,Dj Cunningham Occasional Care
3338,994016,care facility,child care,St Anthonys Primary Oshclub
3338,993043,care facility,child care,Kindness Care Family Day Care
3338,994102,care facility,child care,Melton City Council Vacation Care
3338,970008,residential building,retirement village,Brookfield Village Lot R
3338,144596,care facility,aged care,Estia Health Melton South
3338,990685,education centre,university,Victoria University - Melton Campus
3338,1000398,care facility,child care,Atong Family Day Care
3338,840401,care facility,child care,Coburns Road Child Care Centre
3338,143959,care facility,aged care,Sutton Park Assisted Aged Care
3338,993288,care facility,child care,Dombai Family Day Care
3338,634159,education centre,tertiary institution,Victoria University (Tafe Division)
3338,990687,education centre,university,Victoria University
3338,632953,community venue,hall,Dj Cunningham Centre
3338,981490,community venue,community centre,Brookfield Childrens And Community Centre
3338,981491,health facility,maternal/child health centre,Brookfield Maternal And Child Health
3338,136618,education centre,primary school,Coburn Primary School
3338,140532,education centre,primary/secondary school,Melton Christian College
3338,981542,recreational resource,playground,
3338,140536,education centre,secondary school,Melton Secondary College
3338,981505,cultural centre,library,Melton Library At Victoria University
3338,140537,education centre,primary school,Melton South Primary School
3338,137662,education centre,primary school,Exford Primary School
3338,981499,community venue,community centre,Eynesbury Discovery Centre
3338,1518,control point,survey monument,
3338,981507,community venue,community centre,Melton South Community Centre
3338,634168,education centre,tertiary institution,Victoria University (Tafe Division) - Melton Campus
3338,997345,landmark,tourist attraction,Exford
3338,981489,community venue,community centre,Blackwood Drive Community Hall
3338,981544,recreational resource,playground,
3338,981540,recreational resource,playground,
3338,981539,recreational resource,playground,
3338,981543,recreational resource,playground,
3338,993473,care facility,child care,Coburn Primary School Oshclub
3338,840275,care facility,child care,Brookfield Childrens Centre
3338,840520,care facility,child care,Dickory Dock Kids Childcare
3338,998533,care facility,child care,Camp Australia - Melton Christian College Oshc
3338,998574,care facility,child care,Cush Family Day Care
3338,987505,education centre,secondary school,Melton Secondary College - Calm  Link Up Campus
3338,632195,education centre,primary school,St Anthonys School
3338,1020342,education centre,primary school,Al Iman College
3338,981508,health facility,maternal/child health centre,Melton South Maternal And Child Health
3926,983360,recreational resource,playground,
3926,983353,recreational resource,playground,
3926,840123,care facility,child care,Balnarring Preschool
3926,655122,emergency facility,fire station,Balnarring Fire Station CFA
